ID	Treatment	OTU1	OTU10	OTU106	OTU107	OTU11	OTU116	OTU12	OTU13	OTU135	OTU14	OTU140	OTU15	OTU151	OTU16	OTU161	OTU169	OTU17	OTU18	OTU19	OTU2	OTU20	OTU207	OTU21	OTU22	OTU224	OTU23	OTU24	OTU25	OTU26	OTU27	OTU28	OTU284	OTU29	OTU3	OTU30	OTU31	OTU32	OTU33	OTU34	OTU35	OTU36	OTU37	OTU38	OTU39	OTU4	OTU40	OTU401	OTU41	OTU42	OTU43	OTU432	OTU44	OTU45	OTU46	OTU47	OTU48	OTU49	OTU5	OTU50	OTU51	OTU52	OTU53	OTU54	OTU55	OTU552	OTU56	OTU57	OTU58	OTU59	OTU6	OTU60	OTU61	OTU62	OTU63	OTU64	OTU65	OTU66	OTU67	OTU68	OTU69	OTU7	OTU70	OTU71	OTU711	OTU72	OTU73	OTU74	OTU75	OTU76	OTU77	OTU79	OTU8	OTU80	OTU82	OTU83	OTU85	OTU9	OTU92	OTU98	OTU99
F38W2	MCC	5.358663957	5.945968375	4.112658076	-0.86156468	4.503136096	-0.86156468	5.768278823	2.092398181	-0.86156468	-0.86156468	3.249309184	-0.86156468	4.743903106	5.271833363	-0.86156468	1.251399554	5.428488159	5.425110348	-0.86156468	4.112658076	4.346927437	1.882203604	3.639254582	3.788926456	1.251399554	5.299067102	4.13748865	3.963835727	1.003219924	2.542658423	4.776789989	4.892738063	2.342658868	4.814877741	5.104815132	3.18784591	-0.86156468	-0.86156468	4.125150431	-0.86156468	4.660259808	2.265992986	-0.86156468	3.698037418	2.806648137	5.411483839	1.757819884	4.366622805	-0.86156468	-0.86156468	1.992813475	3.735390033	1.003219924	-0.86156468	2.601326271	4.346927437	2.182957758	6.427797595	5.027313278	1.992813475	2.709247607	-0.86156468	3.963835727	-0.86156468	-0.86156468	-0.86156468	4.26402136	-0.86156468	2.413863315	-0.86156468	1.992813475	1.992813475	-0.86156468	-0.86156468	3.510182024	1.003219924	6.599605382	-0.86156468	3.639254582	2.709247607	5.653955766	4.30633333	-0.86156468	5.937896492	-0.86156468	-0.86156468	-0.86156468	3.698037418	4.948759431	-0.86156468	-0.86156468	2.806648137	-0.86156468	2.092398181	5.114093789	3.888099319	5.837823697	-0.86156468	-0.86156468	3.555082945
F43W6	MCC	-0.726184601	3.442592556	3.523608499	-0.726184601	4.05446561	3.112289716	-0.726184601	2.736706349	3.442592556	-0.726184601	-0.726184601	5.952843384	-0.726184601	2.128193554	3.470333586	-0.726184601	7.005387205	-0.726184601	7.281121919	3.442592556	2.792122188	2.478038947	1.751117449	4.069605944	-0.726184601	-0.726184601	4.758612332	3.323225988	1.386779632	3.57418818	3.072364254	3.223309336	2.615713038	3.645562103	1.138600003	2.549243393	-0.726184601	3.645562103	3.754246594	-0.726184601	5.903658902	2.478038947	-0.726184601	3.906777602	-0.726184601	-0.726184601	1.585450327	5.391311695	-0.726184601	-0.726184601	-0.726184601	3.072364254	-0.726184601	-0.726184601	1.585450327	2.128193554	5.87689657	4.766128339	-0.726184601	2.987387465	4.196447088	-0.726184601	-0.726184601	2.017583682	-0.726184601	-0.726184601	5.039576302	1.585450327	2.942028216	7.733206119	1.751117449	3.754246594	-0.726184601	5.254081109	5.016527169	-0.726184601	-0.726184601	-0.726184601	4.155928379	2.017583682	-0.726184601	-0.726184601	-0.726184601	4.492203687	3.870770112	-0.726184601	-0.726184601	3.41405995	1.585450327	-0.726184601	2.128193554	5.4904215	-0.726184601	-0.726184601	3.523608499	4.366449528	1.386779632	-0.726184601	-0.726184601	3.323225988
F45W6	MCC	4.959777642	-0.729045006	3.75138619	-0.729045006	6.161379135	-0.729045006	-0.729045006	4.98408756	3.027917815	6.088487132	3.184794531	-0.729045006	-0.729045006	-0.729045006	2.789261784	3.730573784	4.778132571	5.702286076	-0.729045006	6.926302594	2.014723278	2.224917855	5.454353838	5.070323093	3.467473181	5.282890394	2.612852634	3.467473181	3.687602619	3.027917815	5.159832952	5.431586776	2.125333149	-0.729045006	3.938673085	4.479447111	4.87642278	5.313587828	2.39851266	-0.729045006	4.63565577	4.693499237	-0.729045006	4.317892995	6.283152185	1.890339558	-0.729045006	-0.729045006	-0.729045006	-0.729045006	3.467473181	6.269962644	5.22796925	3.109429312	1.748257045	4.508846583	6.39169329	5.733984451	-0.729045006	5.355868486	4.6608566	-0.729045006	2.39851266	-0.729045006	-0.729045006	-0.729045006	4.219714885	-0.729045006	5.154783712	-0.729045006	2.789261784	4.652526689	-0.729045006	-0.729045006	2.546382989	-0.729045006	4.125113673	-0.729045006	2.789261784	2.939167811	4.219714885	-0.729045006	-0.729045006	-0.729045006	3.75138619	-0.729045006	-0.729045006	4.206736117	1.383919228	-0.729045006	-0.729045006	6.090475007	-0.729045006	4.020618993	3.642701698	2.612852634	1.748257045	-0.729045006	-0.729045006	2.789261784
F49W6	MCC	-0.618661289	6.782181399	4.031829847	-0.618661289	4.938868527	3.940940809	5.03891858	5.654387229	3.681711492	5.918162052	5.180706809	-0.618661289	-0.618661289	6.306308601	3.179887566	-0.618661289	6.076238246	-0.618661289	-0.618661289	6.853942815	1.246123315	1.692973639	4.031829847	5.006668123	4.014300914	-0.618661289	3.775787865	4.506924751	5.309718225	6.42893498	4.737496077	6.360230018	-0.618661289	6.069466975	4.803882953	4.931828723	-0.618661289	5.869576056	4.506924751	-0.618661289	5.343046709	4.031829847	-0.618661289	4.380392041	-0.618661289	4.959695382	3.4307493	3.959791508	-0.618661289	-0.618661289	4.031829847	1.858640761	-0.618661289	1.692973639	2.585562259	1.246123315	2.508896377	-0.618661289	3.577856898	1.494302944	3.996459228	-0.618661289	5.207875011	-0.618661289	-0.618661289	-0.618661289	4.014300914	4.330098601	6.463123688	1.494302944	-0.618661289	5.280239304	-0.618661289	4.980097313	-0.618661289	4.811879797	3.978293424	6.09848363	3.492212575	-0.618661289	5.453754643	-0.618661289	-0.618661289	-0.618661289	-0.618661289	-0.618661289	-0.618661289	3.330832648	2.656766705	-0.618661289	-0.618661289	4.609526196	-0.618661289	4.506924751	3.631131812	4.131002709	5.832957403	3.46195308	-0.618661289	3.775787865
F51W6	MCC	4.757500574	-0.536717493	-0.536717493	-0.536717493	4.963055385	4.197085745	6.601499945	4.147935804	4.739075363	-0.536717493	5.013772519	4.331516014	-0.536717493	6.576646682	5.034744976	1.328067111	6.119190748	5.729447501	-0.536717493	7.207537294	5.62006887	2.082667071	5.912028047	5.608443085	-0.536717493	-0.536717493	5.59668055	6.189188845	2.317660662	5.139724928	-0.536717493	-0.536717493	5.22904341	6.078617232	-0.536717493	4.474523678	-0.536717493	-0.536717493	1.328067111	-0.536717493	5.101637176	4.661779538	-0.536717493	4.661779538	2.667506055	4.641484575	2.207050791	-0.536717493	-0.536717493	-0.536717493	-0.536717493	-0.536717493	1.774917436	5.799464427	6.398918217	5.020812323	6.056451566	4.228559625	-0.536717493	-0.536717493	4.041735305	-0.536717493	-0.536717493	-0.536717493	4.59961556	-0.536717493	-0.536717493	-0.536717493	5.646681351	-0.536717493	-0.536717493	4.243932718	-0.536717493	-0.536717493	3.083980449	4.909627952	-0.536717493	-0.536717493	-0.536717493	-0.536717493	6.549640315	2.667506055	-0.536717493	-0.536717493	-0.536717493	-0.536717493	-0.536717493	-0.536717493	2.738710501	-0.536717493	-0.536717493	5.461767805	-0.536717493	2.805180146	2.082667071	-0.536717493	-0.536717493	-0.536717493	-0.536717493	4.259073053
F55W6	MCC	6.348582282	5.309330118	-0.97734491	2.593467378	5.302540074	1.766423374	5.090870219	4.514968031	-0.97734491	5.171705967	1.766423374	5.183286873	-0.97734491	3.86253801	2.972149027	4.045937346	5.491341471	3.371171946	-0.97734491	1.135619324	3.931962132	3.191432247	4.14824113	2.36455273	2.36455273	4.158988144	3.833360156	2.150212757	2.150212757	2.972149027	4.843816479	2.643353032	2.593467378	4.507452024	4.870406719	3.523474352	-0.97734491	-0.97734491	3.563044302	3.890888597	4.260546679	3.904768071	-0.97734491	3.601107888	-0.97734491	4.522427968	2.972149027	1.976617951	-0.97734491	3.833360156	1.334290019	2.821203945	3.563044302	-0.97734491	1.877033246	-0.97734491	4.325959999	5.190933631	3.10326946	1.877033246	3.006575835	2.690867908	5.136136124	2.36455273	-0.97734491	-0.97734491	5.111699966	4.334965012	2.067177528	-0.97734491	4.404226785	4.279676866	-0.97734491	0.887439695	5.488517009	2.426878193	-0.97734491	-0.97734491	3.543455037	2.150212757	5.047862086	4.522427968	-0.97734491	3.10326946	6.166631669	-0.97734491	-0.97734491	3.637775607	3.582257189	-0.97734491	-0.97734491	5.477138704	-0.97734491	-0.97734491	2.899521839	4.607858758	3.461019095	-0.97734491	5.329427931	3.006575835
M7W6	MCC	6.63651333	-0.779755811	3.741044135	-0.779755811	4.88415119	-0.779755811	-0.779755811	5.705711833	1.964012472	4.181816554	-0.779755811	6.065253279	-0.779755811	5.609721904	-0.779755811	3.470037289	4.871456637	-0.779755811	-0.779755811	5.950502617	4.610145794	-0.779755811	1.333208422	5.030568299	-0.779755811	4.496037045	4.576401555	4.88415119	1.839628753	5.177258444	5.19127409	4.53255411	4.601815883	-0.779755811	3.614693343	4.933376754	6.589501148	-0.779755811	4.890438542	4.933376754	3.018793044	3.204164933	-0.779755811	-0.779755811	4.921295665	4.000894399	3.018793044	-0.779755811	-0.779755811	-0.779755811	1.964012472	-0.779755811	-0.779755811	3.72106345	2.562141828	3.269654778	-0.779755811	7.018916446	5.333725222	4.142875878	4.194466944	-0.779755811	3.921550659	-0.779755811	-0.779755811	-0.779755811	4.12955123	3.72106345	3.097110937	-0.779755811	4.102357169	2.84094213	-0.779755811	-0.779755811	3.300858558	-0.779755811	1.964012472	-0.779755811	4.408645223	4.169004079	5.232179589	1.839628753	-0.779755811	-0.779755811	2.933816255	-0.779755811	4.496037045	3.360488739	2.97720701	-0.779755811	-0.779755811	-0.779755811	5.337740485	3.018793044	2.424467737	3.544978711	5.775342415	-0.779755811	-0.779755811	5.396111459
M12W6	MCC	1.650282954	5.298459681	-0.827019096	3.589628528	2.971529759	1.792365468	3.751433701	3.521497759	1.285945137	2.691287693	-0.827019096	5.193783576	-0.827019096	-0.827019096	-0.827019096	3.422774004	4.843175257	5.852008889	-0.827019096	5.171466202	4.994142292	3.049847652	2.929943725	3.968771449	3.283854768	5.476432034	3.448383599	1.484615832	2.971529759	2.377204452	5.020732532	4.20816098	5.056809621	4.927283647	3.497715426	2.30053857	4.381473021	4.994142292	2.30053857	4.60352199	3.968771449	1.037765508	6.376859798	4.159696014	3.69378085	3.473353685	2.027359059	4.147203659	-0.827019096	-0.827019096	-0.827019096	5.031173765	3.473353685	-0.827019096	3.122474841	4.687508752	3.840698994	4.804844151	3.08682044	2.514878543	2.691287693	-0.827019096	1.285945137	1.484615832	-0.827019096	-0.827019096	5.144010806	2.971529759	3.011455221	7.059438175	2.377204452	3.769935617	-0.827019096	2.691287693	3.938258022	3.805943107	-0.827019096	-0.827019096	4.73051072	1.484615832	4.108762027	3.122474841	6.052243176	5.086729579	-0.827019096	-0.827019096	3.313225455	3.313225455	2.691287693	-0.827019096	-0.827019096	4.159696014	4.771739506	3.049847652	3.8576342	2.929943725	4.511829313	2.217503341	3.049847652	-0.827019096
M15W6	MCC	-0.625991565	-0.625991565	2.892315225	-0.625991565	2.715906074	3.250875183	-0.625991565	4.772171137	4.107811673	6.868084659	3.623801536	-0.625991565	-0.625991565	5.796517228	-0.625991565	3.570526622	5.626262581	-0.625991565	-0.625991565	7.478739368	5.420950691	4.006970638	5.526934535	5.46305331	-0.625991565	4.888536284	5.29265788	4.999337847	5.385943835	2.944820722	1.486972669	4.373061765	5.653893418	5.751199097	4.322768325	3.287847971	-0.625991565	5.996623862	4.843601731	-0.625991565	4.788491368	5.546088539	-0.625991565	2.944820722	2.501566101	3.970963148	-0.625991565	4.420946436	-0.625991565	-0.625991565	-0.625991565	3.833627225	4.541906445	-0.625991565	5.487489468	4.309789558	4.835912343	2.501566101	3.698742957	3.087580502	3.454622804	-0.625991565	2.327971296	-0.625991565	-0.625991565	-0.625991565	1.993392999	4.420946436	3.391210121	-0.625991565	-0.625991565	4.091695288	-0.625991565	-0.625991565	3.623801536	2.715906074	4.531495106	-0.625991565	3.674381216	2.994706377	5.910831776	4.488730707	-0.625991565	-0.625991565	-0.625991565	-0.625991565	-0.625991565	3.570526622	4.154658646	-0.625991565	-0.625991565	5.09312725	-0.625991565	-0.625991565	3.323502372	1.993392999	5.454773404	1.993392999	-0.625991565	4.385249606
M22W6	MCC	-0.553948844	-0.553948844	2.964357946	-0.553948844	6.154357215	3.614828313	-0.553948844	5.28325138	4.314284662	6.349341938	-0.553948844	-0.553948844	-0.553948844	-0.553948844	3.395545093	-0.553948844	3.926482351	5.505811362	-0.553948844	7.914264165	3.695844256	2.964357946	5.547388749	5.188762926	5.752823996	3.88441516	5.344951749	1.31083576	4.492989157	2.908942106	-0.553948844	5.364700601	5.449039952	5.610513626	-0.553948844	5.024407827	-0.553948844	5.344951749	5.807667605	-0.553948844	5.680640119	4.300209835	-0.553948844	4.457292327	5.344951749	-0.553948844	3.86269878	-0.553948844	-0.553948844	-0.553948844	-0.553948844	-0.553948844	-0.553948844	-0.553948844	3.81779786	4.90020609	3.55692502	5.736103995	-0.553948844	3.84050031	3.695844256	-0.553948844	5.798205305	-0.553948844	-0.553948844	-0.553948844	5.031254824	6.031721117	3.586295707	-0.553948844	4.328164136	4.63445219	6.122791073	-0.553948844	2.72147915	-0.553948844	-0.553948844	-0.553948844	-0.553948844	2.300429311	4.693553582	1.757686084	-0.553948844	-0.553948844	-0.553948844	-0.553948844	4.096542292	3.495461745	4.211328274	5.06480376	-0.553948844	5.801369363	-0.553948844	-0.553948844	3.284525473	4.005653254	-0.553948844	-0.553948844	-0.553948844	3.794568012
M26W6	MCC	2.617970251	5.053161872	-0.723927388	1.58770754	2.989644678	3.259993356	3.114546929	3.033035433	3.033035433	1.58770754	1.753374662	-0.723927388	-0.723927388	2.846884899	2.738963562	-0.723927388	5.744758992	4.854429283	6.92969689	5.874210008	5.927292062	3.692720236	4.04134973	3.960725908	-0.723927388	5.139445489	4.745665908	4.542523971	4.847535081	4.588382533	5.331578397	4.977124088	1.753374662	5.605793517	1.58770754	3.600807134	-0.723927388	5.113272836	-0.723927388	-0.723927388	5.25173108	2.617970251	-0.723927388	5.086396722	2.320595049	3.796872558	-0.723927388	5.169974444	5.707403694	-0.723927388	-0.723927388	-0.723927388	4.115955531	-0.723927388	2.230035472	2.019840895	4.484564729	-0.723927388	2.130450767	2.48029616	4.730227546	-0.723927388	1.753374662	-0.723927388	-0.723927388	-0.723927388	4.59730718	3.891193128	4.551865468	7.422228472	-0.723927388	4.02573661	-0.723927388	-0.723927388	4.275125941	4.412405665	-0.723927388	-0.723927388	2.48029616	-0.723927388	2.019840895	5.169974444	-0.723927388	1.140857216	2.320595049	-0.723927388	2.989644678	3.499582991	1.895457176	-0.723927388	-0.723927388	6.541565906	4.311252688	2.896770553	1.753374662	4.056722823	4.606152881	-0.723927388	2.320595049	4.071863157
